Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,rdkit_smiles,inchi_key,compound_id,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
Iodobenzene,-3.8,1,204.01,0,1,0,0.0,-3.01,Ic1ccccc1,Ic1ccccc1,SNHMUERNLJLMHN-UHFFFAOYSA-N,SNHMUERNLJLMHN-UHFFFAOYSA-N,-3.01,,-0.0,0
Metolazone,-3.777,1,365.8420000000001,2,3,2,92.5,-3.78,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,AQCHWTWZEMGIFD-UHFFFAOYSA-N,AQCHWTWZEMGIFD-UHFFFAOYSA-N,-3.78,,-0.0,0
Methocarbamol,-1.4280000000000002,1,241.24299999999997,2,1,6,91.01,-0.985,COc1ccccc1OCC(O)COC(N)=O,COc1ccccc1OCC(O)COC(N)=O,GNXFOGHNGIVQEH-UHFFFAOYSA-N,GNXFOGHNGIVQEH-UHFFFAOYSA-N,-0.985,,-0.0,0
butachlor,-4.347,1,311.85300000000007,0,1,9,29.54,-4.19,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,HKPHPIREJKHECO-UHFFFAOYSA-N,HKPHPIREJKHECO-UHFFFAOYSA-N,-4.19,,-0.0,0
"2,3-Dichlorophenol",-3.144,1,163.003,1,1,0,20.23,-1.3,Oc1cccc(Cl)c1Cl,Oc1cccc(Cl)c1Cl,UMPSXRYVXUPCOS-UHFFFAOYSA-N,UMPSXRYVXUPCOS-UHFFFAOYSA-N,-1.3,,-0.0,0
Propyl butyrate,-1.1909999999999998,1,102.13299999999998,0,0,2,26.3,-1.92,CCCC(=O)OC,CCCC(=O)OC,UUIQMZJEGPQKFD-UHFFFAOYSA-N,UUIQMZJEGPQKFD-UHFFFAOYSA-N,-1.92,,-0.0,0
Propanil,-3.644,1,218.083,1,1,2,29.1,-3.0,CCC(=O)Nc1ccc(Cl)c(Cl)c1,CCC(=O)Nc1ccc(Cl)c(Cl)c1,LFULEKSKNZEWOE-UHFFFAOYSA-N,LFULEKSKNZEWOE-UHFFFAOYSA-N,-3.0,,-0.0,0
Triamterene,-3.051,1,253.26900000000003,3,3,1,129.62,-2.404,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,FNYLWPVRPXGIIP-UHFFFAOYSA-N,FNYLWPVRPXGIIP-UHFFFAOYSA-N,-2.404,,-0.0,0
Ethyl hexanoate,-2.254,1,144.21399999999997,0,0,5,26.3,-2.35,CCCCCC(=O)OCC,CCCCCC(=O)OCC,SHZIWNPUGXLXDT-UHFFFAOYSA-N,SHZIWNPUGXLXDT-UHFFFAOYSA-N,-2.35,,-0.0,0
chloralose,-1.887,1,309.529,3,2,2,88.38000000000001,-1.84,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,OJYGBLRPYBAHRT-UHFFFAOYSA-N,OJYGBLRPYBAHRT-UHFFFAOYSA-N,-1.84,,-0.0,0
Amitraz,-5.533,1,293.41400000000004,0,2,4,27.96,-5.47,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,QXAITBQSYVNQDR-UHFFFAOYSA-N,QXAITBQSYVNQDR-UHFFFAOYSA-N,-5.47,,-0.0,0
Prometon,-3.448,1,225.296,2,1,5,71.96000000000001,-2.478,COc1nc(NC(C)C)nc(NC(C)C)n1,COc1nc(NC(C)C)nc(NC(C)C)n1,ISEUFVQQFVOBCY-UHFFFAOYSA-N,ISEUFVQQFVOBCY-UHFFFAOYSA-N,-2.478,,-0.0,0
1-Octene ,-3.073,1,112.216,0,0,5,0.0,-4.44,CCCCCCC=C,C=CCCCCCC,KWKAKUADMBZCLK-UHFFFAOYSA-N,KWKAKUADMBZCLK-UHFFFAOYSA-N,-4.44,,-0.0,0
p-Methylaniline ,-1.954,1,107.156,1,1,0,26.02,-1.21,Cc1ccc(N)cc1,Cc1ccc(N)cc1,RZXMPPFPUUCRFN-UHFFFAOYSA-N,RZXMPPFPUUCRFN-UHFFFAOYSA-N,-1.21,,-0.0,0
aminothiazole,-1.226,1,100.146,1,1,0,38.91,-0.36,Nc1nccs1 ,Nc1nccs1,RAIPHJJURHTUIC-UHFFFAOYSA-N,RAIPHJJURHTUIC-UHFFFAOYSA-N,-0.36,,-0.0,0
Metolcarb,-1.947,1,151.165,1,1,1,38.33,-1.803,c1ccccc1(OC(=O)NC),CNC(=O)Oc1ccccc1,SCWKRWCUMCMVPW-UHFFFAOYSA-N,SCWKRWCUMCMVPW-UHFFFAOYSA-N,-1.803,,-0.0,0
3-Hexanol,-1.324,1,102.177,1,0,3,20.23,-0.8,CCCC(O)CC,CCCC(O)CC,ZOCHHNOQQHDWHG-UHFFFAOYSA-N,ZOCHHNOQQHDWHG-UHFFFAOYSA-N,-0.8,,-0.0,0
9-anthrol,-4.148,1,194.233,1,3,0,20.23,-4.73,c3ccc2c(O)c1ccccc1cc2c3 ,Oc1c2ccccc2cc2ccccc12,AUKRYONWZHRJRE-UHFFFAOYSA-N,AUKRYONWZHRJRE-UHFFFAOYSA-N,-4.73,,-0.0,0
2-Methylanthracene,-4.87,1,192.261,0,3,0,0.0,-6.96,Cc1ccc2cc3ccccc3cc2c1,Cc1ccc2cc3ccccc3cc2c1,GYMFBYTZOGMSQJ-UHFFFAOYSA-N,GYMFBYTZOGMSQJ-UHFFFAOYSA-N,-6.96,,-0.0,0
"1,2,3-Trimethylbenzene ",-3.312,1,120.195,0,1,0,0.0,-3.2,Cc1cccc(C)c1C,Cc1cccc(C)c1C,FYGHSUNMUKGBRK-UHFFFAOYSA-N,FYGHSUNMUKGBRK-UHFFFAOYSA-N,-3.2,,-0.0,0
Aminocarb,-2.677,1,208.261,1,1,2,41.57,-2.36,CNC(=O)Oc1ccc(N(C)C)c(C)c1,CNC(=O)Oc1ccc(N(C)C)c(C)c1,IMIDOCRTMDIQIJ-UHFFFAOYSA-N,IMIDOCRTMDIQIJ-UHFFFAOYSA-N,-2.36,,-0.0,0
2-Nonanol,-2.387,1,144.258,1,0,6,20.23,-2.74,CCCCCCCC(C)O,CCCCCCCC(C)O,NGDNVOAEIVQRFH-UHFFFAOYSA-N,NGDNVOAEIVQRFH-UHFFFAOYSA-N,-2.74,,-0.0,0
Methyldymron,-3.863,1,268.36,1,2,3,32.34,-3.35,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,FMINYZXVCTYSNY-UHFFFAOYSA-N,FMINYZXVCTYSNY-UHFFFAOYSA-N,-3.35,,-0.0,0
3-Hexanone,-1.266,1,100.161,0,0,3,17.07,-0.83,CCCC(=O)CC,CCCC(=O)CC,PFCHFHIRKBAQGU-UHFFFAOYSA-N,PFCHFHIRKBAQGU-UHFFFAOYSA-N,-0.83,,-0.0,0
bromoxynil,-3.793,1,276.915,1,1,0,44.02,-3.33,Oc1c(Br)cc(C#N)cc1Br ,N#Cc1cc(Br)c(O)c(Br)c1,UPMXNNIRAGDFEH-UHFFFAOYSA-N,UPMXNNIRAGDFEH-UHFFFAOYSA-N,-3.33,,-0.0,0
"3,4-PCB",-5.223,1,223.102,0,2,1,0.0,-6.39,Clc1ccc(cc1Cl)c2ccccc2 ,Clc1ccc(-c2ccccc2)cc1Cl,ZGHQUYZPMWMLBM-UHFFFAOYSA-N,ZGHQUYZPMWMLBM-UHFFFAOYSA-N,-6.39,,-0.0,0
Mefenacet,-4.504,1,298.367,0,3,4,42.43000000000001,-4.873,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,XIGAUIHYSDTJHW-UHFFFAOYSA-N,XIGAUIHYSDTJHW-UHFFFAOYSA-N,-4.873,,-0.0,0
5-hydroxyquinoline,-2.725,1,145.161,1,2,0,33.120000000000005,-2.54,Oc1cccc2ncccc12 ,Oc1cccc2ncccc12,GYESAYHWISMZOK-UHFFFAOYSA-N,GYESAYHWISMZOK-UHFFFAOYSA-N,-2.54,,-0.0,0
Carboxin,-2.927,1,235.308,1,2,2,38.33,-3.14,CC1=C(SCCO1)C(=O)Nc2ccccc2,CC1=C(C(=O)Nc2ccccc2)SCCO1,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,-3.14,,-0.0,0
Ethoxyzolamide,-3.085,1,258.324,1,2,3,82.28,-3.81,CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,OUZWUKMCLIBBOG-UHFFFAOYSA-N,OUZWUKMCLIBBOG-UHFFFAOYSA-N,-3.81,,-0.0,0
Pentachlorophenol,-4.835,1,266.338,1,1,0,20.23,-4.28,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,IZUPBVBPLAPZRR-UHFFFAOYSA-N,IZUPBVBPLAPZRR-UHFFFAOYSA-N,-4.28,,-0.0,0
Bromochloromethane,-1.519,1,129.384,0,0,0,0.0,-0.89,ClCBr,ClCBr,JPOXNPPZZKNXOV-UHFFFAOYSA-N,JPOXNPPZZKNXOV-UHFFFAOYSA-N,-0.89,,-0.0,0
metharbital,-1.658,1,198.222,1,1,2,66.48,-2.23,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,CCC1(CC)C(=O)NC(=O)N(C)C1=O,FWJKNZONDWOGMI-UHFFFAOYSA-N,FWJKNZONDWOGMI-UHFFFAOYSA-N,-2.23,,-0.0,0
deoxycorticosterone acetate,-4.472,1,372.5050000000002,0,4,3,60.440000000000005,-4.63,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,VPGRYOFKCNULNK-UHFFFAOYSA-N,VPGRYOFKCNULNK-UHFFFAOYSA-N,-4.63,,-0.0,0
benzylurea,-1.509,1,150.18099999999998,2,1,2,55.120000000000005,-0.95,NC(=O)NCc1ccccc1 ,NC(=O)NCc1ccccc1,RJNJWHFSKNJCTB-UHFFFAOYSA-N,RJNJWHFSKNJCTB-UHFFFAOYSA-N,-0.95,,-0.0,0
Chlortoluron,-3.048,1,212.68,1,1,1,32.34,-3.483,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,Cc1ccc(NC(=O)N(C)C)cc1Cl,JXCGFZXSOMJFOA-UHFFFAOYSA-N,JXCGFZXSOMJFOA-UHFFFAOYSA-N,-3.483,,-0.0,0
Linuron,-3.5810000000000004,1,249.097,1,1,2,41.57,-3.592,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,XKJMBINCVNINCA-UHFFFAOYSA-N,XKJMBINCVNINCA-UHFFFAOYSA-N,-3.592,,-0.0,0
Cycloheptanol,-1.7,1,114.188,1,1,0,20.23,-0.88,OC1CCCCCC1,OC1CCCCCC1,QCRFMSUKWRQZEM-UHFFFAOYSA-N,QCRFMSUKWRQZEM-UHFFFAOYSA-N,-0.88,,-0.0,0
Thiamphenicol,-1.936,1,356.2270000000001,3,1,6,103.70000000000002,-2.154,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,OTVAEFIXJLOWRX-UHFFFAOYSA-N,OTVAEFIXJLOWRX-UHFFFAOYSA-N,-2.154,,-0.0,0
thiopental,-2.96,1,242.344,2,1,4,58.2,-3.36,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,IUJDSEJGGMCXSG-UHFFFAOYSA-N,IUJDSEJGGMCXSG-UHFFFAOYSA-N,-3.36,,-0.0,0
acetazolamide,-0.7929999999999999,1,222.251,2,1,2,115.04,-2.36,CC(=O)Nc1nnc(s1)S(N)(=O)=O ,CC(=O)Nc1nnc(S(N)(=O)=O)s1,BZKPWHYZMXOIDC-UHFFFAOYSA-N,BZKPWHYZMXOIDC-UHFFFAOYSA-N,-2.36,,-0.0,0
p-Nitrophenol,-2.318,1,139.11,1,1,1,63.37,-0.74,Oc1ccc(cc1)N(=O)=O,O=[N+]([O-])c1ccc(O)cc1,BTJIUGUIPKRLHP-UHFFFAOYSA-N,BTJIUGUIPKRLHP-UHFFFAOYSA-N,-0.74,,-0.0,0
Aldrin,-5.511,1,364.914,0,4,0,0.0,-6.307,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,QBYJBZPUGVGKQQ-UHFFFAOYSA-N,QBYJBZPUGVGKQQ-UHFFFAOYSA-N,-6.307,,-0.0,0
Tetrahydrofurane ,-0.62,2,72.107,0,1,0,9.23,0.49,C1CCOC1,C1CCOC1,WYURNTSHIVDZCO-UHFFFAOYSA-N,WYURNTSHIVDZCO-UHFFFAOYSA-N,0.49,,0.0,0
o-Nitroaniline,-2.277,1,138.126,1,1,1,69.16,-1.96,Nc1ccccc1N(=O)=O,Nc1ccccc1[N+](=O)[O-],DPJCXCZTLWNFOH-UHFFFAOYSA-N,DPJCXCZTLWNFOH-UHFFFAOYSA-N,-1.96,,-0.0,0
"2,2',3,3'-PCB",-6.079,1,291.992,0,2,1,0.0,-7.28,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,VTLYHLREPCPDKX-UHFFFAOYSA-N,VTLYHLREPCPDKX-UHFFFAOYSA-N,-7.28,,-0.0,0
phenylbutazone,-4.0760000000000005,1,308.38100000000003,0,3,5,40.620000000000005,-3.81,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,VYMDGNCVAMGZFE-UHFFFAOYSA-N,-3.81,,-0.0,0
"2,6-Dinitrotoluene",-2.553,1,182.135,0,1,2,86.28,-3.0,Cc1c(cccc1N(=O)=O)N(=O)=O,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],XTRDKALNCIHHNI-UHFFFAOYSA-N,XTRDKALNCIHHNI-UHFFFAOYSA-N,-3.0,,-0.0,0
Progesterone,-4.17,1,314.46900000000005,0,4,1,34.14,-4.42,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,RJKFOVLPORLFTN-UHFFFAOYSA-N,RJKFOVLPORLFTN-UHFFFAOYSA-N,-4.42,,-0.0,0
Chlorazine,-3.663,1,257.76899999999995,0,1,6,45.150000000000006,-4.4110000000000005,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,QHXDTLYEHWXDSO-UHFFFAOYSA-N,QHXDTLYEHWXDSO-UHFFFAOYSA-N,-4.4110000000000005,,-0.0,0
captafol,-4.365,1,349.06600000000014,0,2,3,37.38,-5.4,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,JHRWWRDRBPCWTF-UHFFFAOYSA-N,JHRWWRDRBPCWTF-UHFFFAOYSA-N,-5.4,,-0.0,0
"1,2,4-tribromobenzene",-5.144,1,314.802,0,1,0,0.0,-4.5,c1(Br)c(Br)cc(Br)cc1,Brc1ccc(Br)c(Br)c1,FWAJPSIPOULHHH-UHFFFAOYSA-N,FWAJPSIPOULHHH-UHFFFAOYSA-N,-4.5,,-0.0,0
Oxazepam,-3.517,1,286.718,2,3,1,61.690000000000005,-3.952,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,ADIMAYPTOBDMTL-UHFFFAOYSA-N,ADIMAYPTOBDMTL-UHFFFAOYSA-N,-3.952,,-0.0,0
Secobarbital,-2.415,1,238.28699999999995,2,1,5,75.27000000000001,-2.356,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,KQPKPCNLIDLUMF-UHFFFAOYSA-N,KQPKPCNLIDLUMF-UHFFFAOYSA-N,-2.356,,-0.0,0
Carvacrol,-3.224,1,150.22099999999998,1,1,1,20.23,-2.08,c1(O)c(C)ccc(C(C)C)c1,Cc1ccc(C(C)C)cc1O,RECUKUPTGUEGMW-UHFFFAOYSA-N,RECUKUPTGUEGMW-UHFFFAOYSA-N,-2.08,,-0.0,0
rhodanine,-0.396,1,133.197,1,1,0,29.1,-1.77,C1SC(=S)NC1(=O),O=C1CSC(=S)N1,KIWUVOGUEXMXSV-UHFFFAOYSA-N,KIWUVOGUEXMXSV-UHFFFAOYSA-N,-1.77,,-0.0,0
Morin,-2.7310000000000003,1,302.23800000000006,5,3,1,131.36,-3.083,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,YXOLAZRVSSWPPT-UHFFFAOYSA-N,YXOLAZRVSSWPPT-UHFFFAOYSA-N,-3.083,,-0.0,0
Kepone,-5.112,1,490.6390000000001,0,6,0,17.07,-5.259,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,LHHGDZSESBACKH-UHFFFAOYSA-N,LHHGDZSESBACKH-UHFFFAOYSA-N,-5.259,,-0.0,0
Disulfiram,-3.862,1,296.5520000000001,0,0,4,6.48,-4.86,CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,AUZONCFQVSMFAP-UHFFFAOYSA-N,AUZONCFQVSMFAP-UHFFFAOYSA-N,-4.86,,-0.0,0
Cyclohexane,-2.477,2,84.162,0,1,0,0.0,-3.1,C1CCCCC1,C1CCCCC1,XDTMQSROBMDMFD-UHFFFAOYSA-N,XDTMQSROBMDMFD-UHFFFAOYSA-N,-3.1,,-0.0,0
Dienochlor,-7.848,1,474.64,0,2,1,0.0,-7.278,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,LWLJUMBEZJHXHV-UHFFFAOYSA-N,LWLJUMBEZJHXHV-UHFFFAOYSA-N,-7.278,,-0.0,0
chlordimeform,-3.164,1,196.681,0,1,2,15.6,-2.86,CN(C)C=Nc1ccc(Cl)cc1C,Cc1cc(Cl)ccc1N=CN(C)C,STUSTWKEFDQFFZ-UHFFFAOYSA-N,STUSTWKEFDQFFZ-UHFFFAOYSA-N,-2.86,,-0.0,0
Equilenin,-3.927,1,266.34,1,4,0,37.3,-5.24,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,PDRGHUMCVRDZLQ-UHFFFAOYSA-N,PDRGHUMCVRDZLQ-UHFFFAOYSA-N,-5.24,,-0.0,0
1-Octanol,-2.105,1,130.23100000000002,1,0,6,20.23,-2.39,CCCCCCCCO,CCCCCCCCO,KBPLFHHGFOOTCA-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,-2.39,,-0.0,0
Diethyl sulfide,-1.598,1,90.191,0,0,2,0.0,-1.34,CCSCC,CCSCC,LJSQFQKUNVCTIA-UHFFFAOYSA-N,LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.34,,-0.0,0
"1,2-Dichloroethane",-1.374,1,98.96,0,0,1,0.0,-1.06,ClCCCl,ClCCCl,WSLDOOZREJYCGB-UHFFFAOYSA-N,WSLDOOZREJYCGB-UHFFFAOYSA-N,-1.06,,-0.0,0
2-Chloro-2-methylbutane,-2.278,1,106.596,0,0,1,0.0,-2.51,CCC(C)(C)Cl,CCC(C)(C)Cl,CRNIHJHMEQZAAS-UHFFFAOYSA-N,CRNIHJHMEQZAAS-UHFFFAOYSA-N,-2.51,,-0.0,0
1-Chloro-2-bromoethane,-1.7380000000000002,1,143.411,0,0,1,0.0,-1.32,ClCCBr,ClCCBr,IBYHHJPAARCAIE-UHFFFAOYSA-N,IBYHHJPAARCAIE-UHFFFAOYSA-N,-1.32,,-0.0,0
p-Nitroaniline,-1.936,1,138.126,1,1,1,69.16,-2.37,Nc1ccc(cc1)N(=O)=O,Nc1ccc([N+](=O)[O-])cc1,TYMLOMAKGOJONV-UHFFFAOYSA-N,TYMLOMAKGOJONV-UHFFFAOYSA-N,-2.37,,-0.0,0
Lactose,1.071,1,342.297,8,2,4,189.53,-0.244,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,GUBGYTABKSRVRQ-UHFFFAOYSA-N,GUBGYTABKSRVRQ-UHFFFAOYSA-N,-0.244,,-0.0,0
RTI 2,-3.125,1,268.32,0,3,2,49.330000000000005,-2.86,CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,CCN1C(=O)c2cccnc2N(CC)c2ncccc21,ISMYLNZMKJLINI-UHFFFAOYSA-N,ISMYLNZMKJLINI-UHFFFAOYSA-N,-2.86,,-0.0,0
Chlorobenzene,-2.975,1,112.55899999999995,0,1,0,0.0,-2.38,Clc1ccccc1,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,MVPPADPHJFYWMZ-UHFFFAOYSA-N,-2.38,,-0.0,0
1-Nonene ,-3.427,1,126.243,0,0,6,0.0,-5.05,CCCCCCCC=C,C=CCCCCCCC,JRZJOMJEPLMPRA-UHFFFAOYSA-N,JRZJOMJEPLMPRA-UHFFFAOYSA-N,-5.05,,-0.0,0
p-Bromoiodobenzene,-4.754,1,282.90599999999995,0,1,0,0.0,-4.56,Brc1ccc(I)cc1,Brc1ccc(I)cc1,UCCUXODGPMAHRL-UHFFFAOYSA-N,UCCUXODGPMAHRL-UHFFFAOYSA-N,-4.56,,-0.0,0
3-Methyl-3-pentanol,-1.308,1,102.17699999999998,1,0,2,20.23,-0.36,CCC(C)(O)CC,CCC(C)(O)CC,FRDAATYAJDYRNW-UHFFFAOYSA-N,FRDAATYAJDYRNW-UHFFFAOYSA-N,-0.36,,-0.0,0
Pentylbenzene,-3.899,1,148.249,0,1,4,0.0,-4.64,CCCCCc1ccccc1,CCCCCc1ccccc1,PWATWSYOIIXYMA-UHFFFAOYSA-N,PWATWSYOIIXYMA-UHFFFAOYSA-N,-4.64,,-0.0,0
allantoin,0.652,1,158.117,4,1,1,113.32,-1.6,NC(=O)NC1NC(=O)NC1=O ,NC(=O)NC1NC(=O)NC1=O,POJWUDADGALRAB-UHFFFAOYSA-N,POJWUDADGALRAB-UHFFFAOYSA-N,-1.6,,-0.0,0
Glafenine,-5.052,1,372.80800000000016,3,3,6,91.68,-4.571000000000001,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,GWOFUCIGLDBNKM-UHFFFAOYSA-N,GWOFUCIGLDBNKM-UHFFFAOYSA-N,-4.571000000000001,,-0.0,0
DDD,-6.007999999999999,1,320.04600000000005,0,2,3,0.0,-7.2,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,AHJKRLASYNVKDZ-UHFFFAOYSA-N,AHJKRLASYNVKDZ-UHFFFAOYSA-N,-7.2,0.0,-0.0,0
testosterone acetate,-4.449,1,330.4680000000001,0,4,1,43.370000000000005,-5.184,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,DJPZSBANTAQNFN-UHFFFAOYSA-N,DJPZSBANTAQNFN-UHFFFAOYSA-N,-5.184,,-0.0,0
1-Chloronapthalene,-4.063,1,162.61899999999997,0,2,0,0.0,-3.93,Clc1cccc2ccccc12,Clc1cccc2ccccc12,JTPNRXUCIXHOKM-UHFFFAOYSA-N,JTPNRXUCIXHOKM-UHFFFAOYSA-N,-3.93,,-0.0,0
RTI 19,-4.007,1,252.31699999999995,0,3,1,23.55,-4.749,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,CCN1c2ccccc2C(=O)N(C)c2ccccc21,IUMRYNUBZSCOQG-UHFFFAOYSA-N,IUMRYNUBZSCOQG-UHFFFAOYSA-N,-4.749,,-0.0,0
2-Hexanol,-1.324,1,102.17699999999998,1,0,3,20.23,-0.89,CCCCC(C)O,CCCCC(C)O,QNVRIHYSUZMSGM-UHFFFAOYSA-N,QNVRIHYSUZMSGM-UHFFFAOYSA-N,-0.89,,-0.0,0
Propylcyclopentane,-3.16,1,112.216,0,1,2,0.0,-4.74,CCCC1CCCC1,CCCC1CCCC1,KDIAMAVWIJYWHN-UHFFFAOYSA-N,KDIAMAVWIJYWHN-UHFFFAOYSA-N,-4.74,,-0.0,0
Etomidate,-3.359,1,244.294,0,2,4,44.12,-4.735,CCOC(=O)c1cncn1C(C)c2ccccc2,CCOC(=O)c1cncn1C(C)c1ccccc1,NPUKDXXFDDZOKR-UHFFFAOYSA-N,NPUKDXXFDDZOKR-UHFFFAOYSA-N,-4.735,,-0.0,0
"3,4-Dichlorophenol",-3.352,1,163.003,1,1,0,20.23,-1.25,Oc1ccc(Cl)c(Cl)c1,Oc1ccc(Cl)c(Cl)c1,WDNBURPWRNALGP-UHFFFAOYSA-N,WDNBURPWRNALGP-UHFFFAOYSA-N,-1.25,,-0.0,0
Cypermethrin,-6.775,1,416.30400000000014,0,3,6,59.32000000000001,-8.017000000000001,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,KAATUXNTWXVJKI-UHFFFAOYSA-N,KAATUXNTWXVJKI-UHFFFAOYSA-N,-8.017000000000001,,-0.0,0
Benzoxazole,-2.214,2,119.12299999999998,0,2,0,26.03,-1.16,c2ccc1ocnc1c2,c1ccc2ocnc2c1,BCMCBBGGLRIHSE-UHFFFAOYSA-N,BCMCBBGGLRIHSE-UHFFFAOYSA-N,-1.16,,-0.0,0
1-Pentanol,-1.042,1,88.14999999999999,1,0,3,20.23,-0.6,CCCCCO,CCCCCO,AMQJEAYHLZJPGS-UHFFFAOYSA-N,AMQJEAYHLZJPGS-UHFFFAOYSA-N,-0.6,,-0.0,0
